Date, PAR(µmol/m²s)
Mar 17 2025 12:40:00 PM,-4.985
Mar 17 2025 12:50:00 PM,-4.979
Mar 17 2025 1:00:00 PM,-4.8
Mar 17 2025 1:10:00 PM,-4.66
Mar 17 2025 1:20:00 PM,-4.884
Mar 17 2025 1:30:00 PM,-4.86
Mar 17 2025 1:40:00 PM,-4.753
Mar 17 2025 1:50:00 PM,-5.131
Mar 17 2025 2:00:00 PM,-5.128
Mar 17 2025 2:10:00 PM,-4.961
Mar 17 2025 2:20:00 PM,-4.69
Mar 17 2025 2:30:00 PM,-5.072
Mar 17 2025 2:40:00 PM,-4.914
Mar 17 2025 2:50:00 PM,-5.28
